HAB;WC;M2C;EST;AA;ARME;TERZ;INEX;ORIE;GJE;TRAS;ASC;PISC;ZV;PV
1;1;50;0;1;0;1;0;15;0;1;0;1;1;160.000
3;1;82;0;1;0;1;0;5;1;1;0;1;1;160.000
2;1;60;0;1;0;0;0;1;0;1;0;1;1;160.000
3;2;117;0;1;1;0;0;1;0;0;1;1;1;160.000
4;2;130;0;1;0;0;0;15;0;0;0;1;1;160.000
2;2;71;0;1;0;1;0;1;0;0;0;0;0;160.000
4;2;140;0;1;1;1;0;15;1;1;0;1;1;160.000
4;2;105;0;1;0;0;0;15;0;1;0;0;1;160.000
3;2;104;0;0;0;1;0;0;0;0;0;1;1;160.000
3;1;90;2;1;1;0;0;15;1;1;1;1;1;160.000
4;2;110;2;1;1;0;0;15;0;0;0;1;1;160.000
2;1;72;2;1;0;1;0;1;0;1;1;1;1;160.000
3;2;80;0;1;0;1;0;15;0;0;0;1;1;160.000
3;2;90;0;0;1;1;2;5;1;1;0;1;0;160.000
1;2;66;0;1;0;0;0;1;0;0;1;1;0;160.000
2;2;69;2;1;1;1;2;15;1;1;1;1;1;159.900
4;2;147;0;1;0;0;0;2;0;0;0;1;1;159.500
3;2;112;0;1;0;1;0;15;0;0;0;1;0;159.334
2;1;74;0;0;0;1;0;15;1;1;0;1;1;159.000
2;1;50;0;1;0;1;0;15;0;0;0;0;1;159.000
3;2;107;0;0;0;1;1;15;0;1;0;1;1;159.000
3;1;100;0;1;0;1;0;2;1;1;0;1;0;159.000
3;2;69;0;0;1;0;1;1;0;0;0;1;1;159.000
2;1;55;0;1;1;0;0;1;1;1;1;1;0;159.000
2;2;91;0;1;1;0;0;1;1;1;0;0;1;159.000
3;2;97;0;1;1;1;0;15;1;1;0;1;1;159.000
2;2;80;0;1;0;0;0;2;1;1;0;0;0;159.000
3;2;90;0;0;0;1;0;1;0;0;0;0;0;159.000
3;2;90;0;1;0;0;0;3;1;1;0;1;1;159.000
3;2;104;0;1;1;1;0;15;0;0;0;1;0;158.200
3;2;108;0;0;1;0;0;15;1;1;1;1;0;158.000
3;2;78;2;1;1;1;0;12;0;0;0;1;1;158.000
3;2;89;2;1;1;0;0;12;0;0;0;1;1;158.000
1;1;69;0;0;0;1;0;15;0;1;0;1;1;157.000
2;1;80;2;1;0;1;0;15;0;0;0;1;1;157.000
3;1;80;0;1;1;1;0;15;1;1;1;1;1;156.000
3;2;96;0;1;1;0;0;2;1;1;0;1;1;156.000
3;1;91;0;1;1;0;0;15;1;1;0;1;1;156.000
2;1;59;0;1;0;0;0;15;1;0;1;1;1;156.000
4;2;115;0;1;1;0;0;11;0;0;0;1;1;156.000
3;1;86;0;1;1;1;0;15;0;1;0;1;1;156.000
3;2;90;0;1;1;1;0;14;0;0;0;1;1;155.000
4;2;120;0;0;0;0;0;0;0;1;0;1;0;155.000
2;1;79;0;0;0;1;0;15;1;1;0;1;1;155.000
3;1;65;0;1;1;1;0;15;1;1;1;1;1;155.000
4;1;79;1;1;1;0;0;1;1;1;0;1;0;155.000
3;2;131;0;0;0;1;0;15;0;1;0;1;1;155.000
2;1;75;0;0;0;1;0;15;0;1;0;0;1;155.000
2;1;65;2;0;1;0;0;2;0;0;2;0;1;155.000
3;3;84;0;1;0;1;0;2;0;1;1;1;1;155.000
2;1;80;0;0;0;1;0;2;1;1;1;1;1;155.000
1;1;52;0;1;0;1;0;15;0;1;0;1;1;155.000
1;1;60;0;1;0;0;0;2;0;0;0;1;0;155.000
3;2;105;0;0;0;1;0;15;1;1;0;1;1;155.000
3;1;80;0;1;1;1;0;15;1;1;0;1;1;154.500
2;1;74;0;1;1;0;1;11;1;0;0;1;1;154.454
2;1;58;0;1;1;1;0;1;1;1;0;0;0;154.000
2;1;95;0;0;0;0;0;11;1;1;0;1;1;154.000
3;1;100;0;1;0;1;0;0;1;1;0;1;1;154.000
3;2;95;0;1;0;0;0;15;0;1;0;0;0;154.000
2;2;81;0;1;0;0;0;1;0;0;0;0;0;153.500
1;1;57;0;0;1;1;2;15;0;1;0;1;1;153.000
3;2;90;0;0;1;1;0;15;1;1;0;1;1;153.000
3;2;101;2;1;1;1;2;15;1;1;1;1;1;152.300
3;1;90;0;0;0;0;0;15;1;1;0;1;1;152.000
3;1;86;2;1;1;1;2;15;1;1;0;1;1;151.100
2;2;80;0;1;1;0;0;15;1;1;0;1;1;150.000
3;2;97;0;1;0;0;0;1;0;0;0;1;0;150.000
3;2;92;0;1;0;0;1;1;0;0;0;1;1;150.000
4;1;100;0;1;0;0;0;15;0;1;0;0;1;150.000
3;2;120;0;0;1;0;0;15;1;1;0;1;1;150.000
4;2;160;0;0;0;0;0;14;0;0;0;1;1;150.000
3;2;78;0;1;1;1;0;15;1;1;1;1;1;150.000
2;1;80;0;0;0;0;0;2;0;1;0;0;0;150.000
3;2;75;0;1;0;1;2;15;0;1;0;1;1;150.000
5;2;120;0;1;1;0;0;15;1;0;1;1;1;150.000
4;1;75;0;1;1;1;0;12;1;1;1;1;1;150.000
4;2;110;0;1;0;0;0;15;0;0;0;1;1;150.000
6;5;230;2;1;1;1;2;15;1;1;1;0;1;150.000
2;2;74;0;1;0;0;0;3;0;0;0;1;1;150.000
3;2;105;0;1;0;1;0;15;0;1;0;1;1;150.000
3;1;90;0;1;0;1;0;1;0;1;0;1;1;150.000
4;1;91;0;1;1;1;0;15;1;0;1;1;1;150.000
3;2;80;0;1;0;1;0;15;1;1;0;1;1;150.000
3;1;71;0;1;0;0;0;15;1;1;0;1;1;150.000
2;2;90;0;1;0;1;2;15;0;0;0;0;0;149.000
2;1;70;0;1;1;0;0;15;1;0;1;1;1;149.000
3;1;93;0;1;0;0;0;1;1;1;1;1;1;149.000
1;1;60;0;1;1;1;0;15;1;1;0;1;1;149.000
1;1;55;0;1;0;0;0;15;0;0;0;1;1;149.000
3;2;99;0;1;1;1;0;11;1;1;0;1;1;149.000
2;2;75;0;1;1;0;0;15;0;0;0;1;1;149.000
4;1;116;2;1;1;1;0;15;0;1;0;1;1;149.000
2;1;78;0;1;1;1;0;1;1;1;0;1;1;149.000
3;2;95;0;1;0;0;0;1;1;1;1;1;1;148.800
3;2;90;0;1;1;0;0;5;1;1;1;1;1;148.500
3;1;80;1;1;0;0;0;4;1;1;1;1;1;148.000
3;1;70;0;1;1;1;0;0;0;0;2;1;0;147.500
3;2;85;0;0;1;1;0;15;1;1;0;1;1;147.260
3;2;105;2;0;1;1;0;2;1;1;0;1;1;147.000
2;1;60;0;0;1;0;0;15;0;1;0;0;0;147.000
2;1;85;0;1;0;1;0;3;1;0;0;1;1;147.000
3;1;95;0;1;1;0;0;15;1;1;0;1;1;147.000
3;2;90;0;1;0;0;0;2;0;1;0;0;0;147.000
4;2;166;1;1;1;1;0;15;1;1;1;1;1;146.670
2;2;115;0;0;0;0;0;15;0;0;0;0;0;146.000
1;1;75;0;1;1;1;2;15;1;1;0;1;1;145.904
3;1;105;0;1;1;1;2;15;1;1;0;1;1;145.468
2;1;81;0;1;1;0;1;3;0;0;0;1;1;145.000
3;3;205;2;1;1;1;2;15;0;0;1;1;1;145.000
4;2;123;0;0;0;1;0;0;0;0;0;1;1;145.000
2;1;75;0;0;0;0;0;1;0;1;0;0;0;145.000
1;1;55;0;1;0;0;0;11;1;0;0;0;1;145.000
2;2;126;2;1;1;1;0;15;1;1;0;1;1;145.000
3;2;85;0;1;1;1;2;15;1;1;2;1;1;145.000
2;2;81;2;1;1;1;2;15;1;1;0;0;1;145.000
3;2;120;0;0;0;1;0;15;0;1;0;1;1;145.000
3;1;92;0;1;0;1;0;15;1;1;0;1;1;145.000
2;2;65;0;1;0;1;0;15;0;0;0;1;1;145.000
4;2;140;0;1;0;1;0;15;0;1;0;0;1;145.000
4;2;330;1;1;1;1;2;15;1;1;1;1;1;144.900
3;2;78;0;1;0;0;0;15;1;1;0;1;1;144.000
3;2;104;0;1;1;1;0;15;0;0;0;1;1;143.000
3;2;90;0;1;0;1;0;15;0;1;0;1;1;143.000
3;2;110;0;1;0;0;0;11;1;0;0;1;0;143.000
2;1;65;0;0;0;0;0;15;1;1;0;1;1;142.000
2;2;69;2;1;0;1;2;15;1;1;0;0;1;142.000
4;2;108;2;1;1;1;2;15;1;1;1;1;1;141.900
2;2;62;0;1;1;0;0;15;0;0;0;1;1;141.300
1;1;84;0;0;0;0;0;11;0;0;0;0;0;141.100
2;2;95;0;1;0;0;0;2;0;0;0;0;0;141.000
3;1;74;2;1;1;0;0;15;1;1;2;1;1;141.000
3;2;80;0;1;1;0;0;15;0;0;0;0;0;140.600
3;2;80;0;1;0;0;0;1;0;1;0;1;1;140.000
3;2;140;0;0;0;0;0;15;1;0;1;1;1;140.000
3;2;98;0;1;1;0;0;15;1;0;1;1;1;140.000
2;1;40;0;0;1;0;0;15;1;1;1;1;1;140.000
3;2;107;1;1;0;0;0;5;1;1;0;1;1;140.000
3;2;95;0;1;0;1;2;15;1;1;0;1;1;140.000
4;2;115;0;1;1;1;2;2;1;1;0;1;1;140.000
3;2;80;0;0;1;1;2;15;1;1;1;1;1;140.000
3;1;90;2;1;1;1;0;15;0;1;1;1;1;140.000
3;1;110;0;1;1;0;0;15;1;1;0;1;1;140.000
3;2;90;0;0;0;1;0;15;0;1;0;1;1;140.000
4;2;110;0;0;0;1;0;11;0;0;0;1;1;140.000
3;2;96;0;1;1;1;0;1;0;0;0;1;1;140.000
5;2;149;0;1;0;0;0;15;0;0;0;1;1;140.000
2;2;84;0;0;0;1;0;15;1;0;0;1;1;140.000
2;1;50;0;1;1;1;2;15;1;1;0;1;1;140.000
3;2;90;0;1;1;0;1;14;0;1;0;0;0;140.000
4;2;140;0;1;0;0;0;9;0;0;1;1;1;140.000
2;2;71;2;0;0;0;0;15;1;1;1;0;0;139.900
4;2;142;0;1;0;0;0;15;0;1;0;0;0;139.000
3;1;98;0;1;1;1;2;15;1;1;1;1;1;139.000
1;1;73;0;1;1;0;1;15;1;1;0;0;0;139.000
3;2;76;0;1;1;0;0;3;1;1;0;1;1;139.000
4;2;140;0;1;1;1;0;15;0;0;0;1;1;139.000
1;1;61;2;1;1;0;0;15;1;1;0;1;1;139.000
3;1;80;0;1;0;1;0;1;1;0;0;1;0;139.000
2;1;71;0;0;1;1;2;15;1;1;2;1;1;139.000
2;2;80;0;1;0;0;0;15;0;0;0;1;1;138.000
3;2;81;2;1;1;1;2;15;1;1;2;1;1;138.000
1;1;50;0;1;1;1;0;15;1;1;1;1;1;138.000
4;2;120;0;1;1;0;0;15;1;0;0;1;1;138.000
4;1;95;1;1;1;1;0;1;1;1;1;1;1;138.000
2;2;97;1;0;0;1;0;15;0;1;0;0;0;138.000
3;2;112;0;0;0;1;2;15;1;1;0;1;1;137.550
3;2;100;0;1;1;1;0;15;0;1;0;1;1;137.000
3;1;78;0;0;1;0;1;15;1;1;1;1;1;136.000
3;2;110;2;1;1;0;0;15;1;1;0;1;1;136.000
3;2;85;0;1;0;1;0;15;1;1;0;1;1;136.000
2;2;66;0;1;0;1;0;15;1;0;0;1;1;136.000
4;2;209;0;0;1;1;2;2;1;1;1;1;1;135.455
2;2;75;2;1;0;1;0;15;1;1;0;1;1;135.375
3;2;140;0;1;0;1;0;15;0;1;0;1;1;135.000
3;2;90;0;0;0;0;1;15;1;1;0;0;1;135.000
3;2;175;0;1;1;1;0;15;0;1;1;1;1;135.000
3;2;83;0;0;0;1;0;4;0;0;0;1;1;135.000
2;1;60;0;1;1;1;2;15;0;1;0;0;1;135.000
3;2;108;0;0;0;0;0;11;0;0;0;0;1;135.000
4;2;125;0;1;0;0;0;6;1;1;0;1;1;135.000
4;2;120;0;1;0;1;0;15;0;0;0;1;1;135.000
3;1;100;0;1;0;0;0;15;0;0;1;1;1;135.000
3;1;80;0;1;0;1;0;15;1;0;0;1;1;135.000
2;1;65;0;0;0;1;0;2;1;1;1;1;1;135.000
2;1;84;2;1;1;0;0;15;0;0;0;1;1;135.000
2;1;60;0;1;0;1;0;15;1;1;1;1;1;135.000
2;2;150;0;1;1;1;2;1;1;1;1;1;1;134.896
4;1;115;1;1;0;0;0;2;1;1;1;1;1;134.000
3;1;116;0;1;0;1;0;15;1;1;0;1;1;134.000
3;1;112;0;1;0;1;0;15;1;1;1;1;1;134.000
3;2;114;0;0;1;0;0;2;0;1;0;1;1;133.900
1;1;38;2;1;0;1;0;15;1;1;0;1;1;133.000
3;2;106;0;0;0;1;2;15;1;1;0;1;1;133.000
2;2;81;0;1;1;0;0;15;1;1;0;0;0;132.900
2;1;67;2;1;1;1;2;15;1;1;1;1;1;132.800
3;2;100;0;1;1;1;0;15;1;1;0;1;1;132.222
1;1;48;0;1;1;1;0;15;1;1;0;0;0;132.000
3;1;90;0;1;1;0;0;11;1;1;0;1;1;132.000
2;1;80;0;1;0;0;0;1;0;1;0;0;1;132.000
3;2;100;2;1;1;1;2;15;0;1;0;0;1;132.000
3;2;122;0;0;0;1;0;11;1;1;0;0;0;132.000
2;1;80;0;0;1;1;0;15;1;1;0;1;1;131.310
3;1;103;0;1;1;1;2;6;1;1;1;1;1;131.250
3;2;110;0;0;1;0;0;1;1;1;0;1;1;131.000
4;2;132;0;0;1;1;2;15;1;1;0;1;1;131.000
3;2;86;2;1;0;1;0;15;1;1;0;1;1;130.300
4;1;65;2;1;1;1;2;15;1;1;1;1;1;130.200
2;1;85;0;1;0;0;0;1;0;0;0;0;0;130.000
2;1;54;0;0;1;1;2;15;1;1;2;1;1;130.000
3;2;90;0;1;1;1;0;15;0;0;0;1;1;130.000
4;2;137;0;1;1;1;0;15;1;1;0;1;1;130.000
2;1;75;0;0;0;1;0;15;1;1;0;1;0;130.000
3;1;90;0;1;0;1;0;15;1;1;0;1;1;130.000
3;2;109;2;1;1;0;0;15;1;1;0;0;1;130.000
2;1;80;0;0;0;0;0;1;0;0;1;0;0;130.000
3;1;81;2;1;1;1;1;15;1;1;0;1;1;130.000
2;1;65;0;1;1;1;0;15;1;1;1;1;1;130.000
3;1;65;0;1;0;1;0;15;1;1;0;1;1;130.000
2;1;90;0;0;0;0;0;15;0;1;0;1;0;130.000
5;1;90;0;1;0;1;0;1;1;0;1;1;0;130.000
3;1;80;2;1;1;1;2;15;0;0;0;1;1;130.000
3;2;140;0;1;0;0;0;15;0;0;0;0;0;130.000
6;2;125;0;1;1;0;0;11;1;1;1;1;1;130.000
3;1;100;0;1;1;1;2;15;1;1;0;1;1;130.000
2;1;81;0;0;0;1;0;15;1;0;0;1;1;130.000
2;2;70;0;1;1;1;0;15;1;1;1;1;1;130.000
2;1;60;0;0;0;0;0;0;1;1;1;1;1;130.000
2;1;72;0;0;0;0;0;15;0;0;1;0;0;130.000
3;2;110;0;1;1;1;2;15;1;1;1;1;1;129.500
3;2;100;0;1;0;1;0;1;1;0;0;1;1;129.000
3;1;80;0;1;1;1;0;15;1;0;1;1;1;129.000
3;2;104;0;1;0;1;0;15;1;1;0;1;1;129.000
3;2;200;0;0;1;0;0;15;1;0;1;1;1;129.000
3;2;112;0;0;0;0;0;15;0;0;0;1;1;129.000
3;1;89;0;1;0;0;0;3;1;0;0;1;1;129.000
3;2;99;2;0;0;1;2;12;0;1;0;1;1;129.000
3;2;112;0;1;1;1;0;2;1;0;0;1;1;129.000
3;2;95;0;0;0;0;0;3;0;0;0;0;0;129.000
3;1;70;0;1;1;1;0;2;1;1;0;1;1;129.000
4;2;121;0;0;0;0;0;1;0;0;0;1;1;129.000
2;2;62;0;1;1;1;0;15;0;1;0;1;1;129.000
3;2;124;0;0;0;0;0;0;0;0;0;1;1;128.000
3;2;90;0;1;0;0;0;14;0;0;0;1;1;128.000
4;2;95;0;0;0;0;0;15;0;1;1;1;0;128.000
3;2;90;0;1;1;0;0;15;0;0;0;1;0;128.000
2;2;80;0;1;0;1;0;1;0;0;0;1;1;127.900
2;1;68;0;1;0;0;0;5;1;1;1;1;1;127.000
3;2;83;0;0;1;1;0;15;1;1;0;1;1;127.000
3;2;90;0;1;0;0;0;1;1;0;0;1;1;127.000
3;1;71;0;1;1;0;0;3;1;0;0;1;1;126.999
3;1;95;0;1;0;0;0;5;1;1;0;1;1;126.000
4;2;126;0;1;0;0;0;1;1;1;1;1;1;126.000
4;2;123;0;1;0;0;0;4;1;0;0;1;1;126.000
3;2;82;0;0;1;1;0;15;1;1;1;1;1;126.000
3;1;90;2;1;1;0;0;15;1;1;0;1;1;126.000
2;2;87;2;0;0;1;2;15;0;1;0;0;1;126.000
2;1;69;0;1;1;1;0;15;1;1;0;1;0;125.599
4;2;170;0;1;1;1;0;15;1;1;0;1;1;125.000
2;2;70;0;1;1;0;0;15;1;1;0;0;0;125.000
2;2;94;0;1;0;1;0;12;1;1;0;0;0;125.000
2;1;70;2;0;1;0;0;15;1;1;1;0;0;125.000
3;2;100;0;0;0;1;0;15;0;0;0;1;1;125.000
2;1;62;0;0;0;1;0;15;1;1;0;1;1;125.000
4;1;95;1;1;1;1;0;0;1;1;0;1;1;125.000
2;2;77;0;0;0;0;0;1;0;0;1;0;1;125.000
3;1;75;0;1;1;1;0;15;1;0;0;1;1;125.000
4;3;141;0;0;1;1;1;15;1;1;0;1;1;125.000
3;1;84;0;1;0;1;0;15;1;1;1;1;1;125.000
3;1;86;0;1;0;0;0;15;0;1;1;0;0;125.000
2;1;68;0;1;1;1;0;15;1;1;0;1;1;125.000
2;1;85;0;1;1;1;0;6;1;1;0;1;1;125.000
3;2;139;0;1;0;1;0;3;1;0;0;1;1;125.000
3;1;119;0;0;0;1;2;15;1;1;1;1;1;125.000
2;1;65;0;1;1;0;0;8;1;1;1;0;0;125.000
4;2;136;0;1;0;1;0;15;1;1;1;1;1;125.000
4;2;130;0;1;0;0;0;3;0;0;0;1;1;125.000
4;2;123;1;1;1;1;2;15;1;1;1;1;1;125.000
2;1;65;0;1;0;1;0;15;1;0;0;1;0;124.999
1;1;50;0;1;0;0;0;15;1;1;0;0;1;124.999
3;1;81;1;1;1;1;2;15;1;0;0;1;1;124.900
3;2;111;2;1;1;1;2;15;0;1;0;1;1;124.600
3;1;67;0;1;1;0;0;5;1;1;0;1;1;124.500
2;1;46;0;1;0;0;0;2;0;1;0;0;0;124.000
3;2;80;0;0;0;0;0;1;0;1;0;0;0;124.000
3;2;85;2;1;1;1;2;15;0;0;1;1;1;123.900
3;1;85;2;1;1;1;2;15;1;1;0;1;1;123.800
4;1;102;0;1;1;1;2;1;1;1;0;1;1;123.357
3;2;121;0;1;1;1;2;15;1;1;0;1;1;123.307
2;2;74;2;1;1;1;2;15;1;0;0;1;1;123.000
2;2;75;0;1;0;0;0;4;0;0;0;1;0;123.000
3;2;112;2;0;0;1;2;2;1;1;0;0;1;123.000
4;2;140;0;1;1;1;0;15;1;1;0;1;1;123.000
3;2;112;0;1;1;1;2;15;0;1;0;1;1;122.887
2;2;80;2;1;0;1;2;15;1;0;0;1;1;122.281
4;1;94;0;1;0;1;0;14;1;1;0;1;1;122.000
2;1;65;0;1;1;0;0;2;1;1;0;1;1;122.000
4;1;86;0;1;0;1;0;1;0;0;0;1;1;122.000
2;1;67;0;0;0;0;0;15;1;1;0;1;1;121.835
2;2;68;0;1;1;0;0;15;0;0;0;1;1;121.300
1;1;68;2;1;1;1;2;15;1;1;2;1;1;121.000
2;1;64;2;1;1;1;2;15;1;1;2;1;1;121.000
3;2;55;0;1;1;1;2;15;1;1;0;1;1;121.000
2;1;55;2;1;1;1;2;15;0;1;0;0;1;120.500
3;2;118;0;1;1;1;2;15;0;1;0;1;1;120.408
1;1;48;2;1;1;1;2;15;1;0;0;1;1;120.202
3;2;120;0;0;0;0;0;3;0;0;1;1;1;120.000
3;1;100;0;1;0;0;0;15;1;1;0;1;1;120.000
4;2;144;0;1;1;1;0;0;0;1;0;1;1;120.000
2;1;60;2;1;1;1;0;15;0;0;0;0;1;120.000
2;1;82;0;1;1;0;0;15;1;1;0;1;1;120.000
2;1;90;0;1;1;1;0;15;1;1;0;1;1;120.000
3;2;98;0;1;0;0;0;1;1;0;0;1;1;120.000
3;2;85;0;1;1;1;0;15;1;1;0;1;1;120.000
2;2;78;0;0;0;0;0;0;1;0;0;0;0;120.000
2;1;70;0;1;0;0;0;1;1;1;0;1;1;120.000
3;2;95;0;1;1;1;0;1;1;1;0;1;1;120.000
1;1;50;0;1;1;0;0;15;0;0;0;0;1;120.000
3;1;79;0;1;1;1;0;15;1;0;0;1;1;120.000
2;1;39;2;1;1;1;2;15;1;1;2;1;1;120.000
2;1;70;0;1;1;1;0;15;1;1;1;1;1;120.000
4;2;121;0;0;0;1;0;15;0;0;0;1;1;120.000
3;2;120;0;0;0;0;0;3;0;1;1;1;1;120.000
4;2;120;0;1;0;0;0;3;1;1;0;1;1;120.000
3;2;95;0;0;1;0;0;1;0;0;0;1;1;120.000
3;1;87;0;1;0;1;0;15;0;0;1;1;1;120.000
2;1;57;2;1;1;1;0;0;0;0;0;1;1;120.000
4;3;230;0;1;0;0;0;15;0;1;1;1;1;120.000
4;2;132;0;1;0;0;0;15;1;1;0;1;1;120.000
3;2;110;0;1;1;0;0;15;1;0;0;1;1;120.000
2;1;79;2;1;1;1;2;15;0;0;0;1;1;120.000
3;1;91;0;1;1;1;0;15;1;1;1;1;1;120.000
2;2;100;0;1;1;1;0;15;1;1;0;1;1;120.000
2;1;48;0;1;0;1;2;15;0;1;1;1;1;120.000
3;1;70;0;1;0;1;0;15;1;1;0;1;1;120.000
3;1;70;0;1;1;1;0;15;0;1;1;1;1;120.000
3;1;90;0;1;0;1;0;15;1;0;0;1;1;119.999
3;2;126;0;0;0;0;1;15;0;0;0;1;1;119.000
1;1;52;0;1;0;1;0;15;1;0;0;0;1;119.000
1;1;40;0;1;0;1;0;15;0;0;0;1;1;119.000
3;1;95;0;0;0;0;0;1;1;0;0;0;1;118.950
3;1;156;0;1;1;1;2;11;1;1;0;1;1;118.186
1;2;58;0;1;1;0;0;2;1;0;0;0;1;118.000
4;2;140;0;0;0;1;0;15;1;0;0;1;1;118.000
3;1;85;0;1;1;0;0;15;0;1;0;1;1;117.500
3;2;101;0;1;0;1;0;15;0;0;0;1;1;117.000
3;2;144;2;1;1;1;2;15;0;0;0;1;1;116.700
3;2;92;2;1;1;1;2;15;1;1;1;1;1;116.600
3;1;73;2;1;1;1;2;15;1;1;1;1;1;116.600
3;2;65;2;1;0;1;2;15;1;0;0;1;1;116.342
3;2;101;2;1;1;1;2;15;0;1;0;1;1;116.300
3;2;110;0;1;0;0;0;14;1;0;0;1;1;116.000
3;1;91;1;1;1;1;2;15;1;1;1;1;1;115.777
2;2;59;0;1;1;1;0;15;1;1;1;1;1;115.700
2;2;86;2;1;1;1;2;15;1;0;0;1;1;115.700
2;1;81;0;1;1;1;2;11;1;1;0;1;1;115.451
2;2;78;0;1;1;1;0;0;0;0;0;1;1;115.000
2;1;83;2;1;0;1;2;15;1;1;0;1;1;115.000
1;1;45;0;1;1;1;0;15;1;1;0;1;1;115.000
1;1;67;0;1;0;1;0;1;0;1;0;1;1;115.000
4;1;107;2;1;1;0;0;2;1;0;0;1;1;115.000
3;1;73;0;1;1;0;0;15;1;1;1;1;1;115.000
4;2;100;0;1;1;0;0;15;1;0;0;1;1;115.000
4;2;100;0;1;0;0;0;14;1;1;0;1;1;115.000
2;2;80;0;0;0;0;0;2;0;1;0;1;1;115.000
3;2;120;0;0;0;1;0;15;1;0;0;1;1;115.000
2;2;75;0;0;0;0;0;0;0;1;0;0;0;115.000
1;1;58;0;1;0;0;0;15;1;1;0;0;0;115.000
3;1;78;0;1;1;1;0;15;1;1;1;1;1;115.000
3;1;90;0;1;1;1;0;11;1;1;1;1;1;115.000
2;1;70;2;1;0;1;2;1;1;0;0;1;1;115.000
4;1;103;2;1;1;1;2;15;1;1;0;1;1;115.000
3;2;110;0;1;0;0;0;15;1;0;0;1;1;115.000
3;2;87;0;1;0;1;0;2;0;1;0;1;1;114.900
1;1;56;0;1;1;0;0;15;1;1;0;1;0;114.700
1;1;63;0;0;0;0;0;14;0;1;0;0;0;114.500
2;1;98;0;1;0;1;0;11;1;1;0;1;1;114.000
3;1;85;0;1;1;1;0;15;1;1;1;1;1;114.000
2;1;75;2;1;0;1;0;2;1;1;0;1;1;114.000
2;1;70;0;1;0;1;0;11;0;1;0;1;0;114.000
2;1;78;0;1;1;1;0;15;1;1;0;1;1;114.000
2;1;98;0;0;1;0;0;3;1;1;1;1;1;114.000
3;2;111;0;1;1;0;0;15;0;0;0;1;1;113.500
2;1;61;0;1;1;1;2;15;1;1;0;1;1;113.400
2;2;61;1;1;1;1;0;15;1;1;0;1;1;113.400
3;1;75;0;0;0;1;0;15;1;1;0;1;1;113.300
3;1;61;0;1;0;1;0;3;1;0;0;1;0;113.000
2;2;76;0;0;0;0;0;15;1;1;1;0;0;113.000
3;1;65;0;1;1;1;0;15;1;1;1;1;1;113.000
4;2;131;2;1;1;1;2;15;1;1;0;1;1;112.300
1;1;50;0;1;0;1;0;2;1;1;0;1;1;112.000
1;1;59;0;1;1;0;0;2;1;1;0;1;1;112.000
3;1;100;2;1;1;1;2;15;1;1;1;1;1;111.000
3;2;167;1;1;1;1;1;15;1;1;1;1;1;110.800
3;1;107;2;1;1;1;2;15;1;1;1;1;1;110.700
3;2;92;0;0;0;1;2;15;0;1;0;1;1;110.250
2;2;103;1;1;1;1;2;15;0;0;0;1;0;110.200
1;1;50;0;1;0;1;0;4;1;1;0;1;1;110.000
2;2;97;0;1;0;0;0;15;1;1;0;1;1;110.000
2;1;65;0;1;1;1;0;15;0;1;0;1;1;110.000
4;2;120;0;1;0;0;0;14;1;1;0;1;1;110.000
2;1;79;0;1;1;0;0;15;0;1;1;0;1;110.000
4;2;90;0;0;1;1;2;11;0;1;0;1;1;110.000
